617;EUROPEAN DEPENDABLE COMPUTING CONFERENCE;EDCC;Work in Progress
618;EDUCATIONAL DATA MINING;EDM;B
619;IEEE INTERNATIONAL ENTERPRISE DISTRIBUTED OBJECT COMPUTING CONFERENCE;EDOC;B
620;INTERNATIONAL CONFERENCE ON ELECTRON DEVICES AND SOLID-STATE CIRCUITS;EDSSC;Work in Progress
621;EUROPEAN DESIGN AND TEST CONFERENCE;EDTC;Work in Progress
622;GLOBAL ENGINEERING EDUCATION CONFERENCE;EDUCON;Work in Progress
623;INTERNATIONAL CONFERENCE ON E-LEARNING AND GAMES;EDUTAINMENT;Work in Progress
624;INTERNATIONAL CONFERENCE ON E-PRODUCT E-SERVICE AND E-ENTERTAINMENT;EEE;Work in Progress
625;CONVENTION OF ELECTRICAL AND ELECTRONICS ENGINEERS IN ISRAEL;EEEI;Work in Progress
626;INTERNATIONAL CONFERENCE ON ENVIRONMENT AND ELECTRICAL ENGINEERING;EEEIC;Work in Progress
627;INTERNATIONAL CONFERENCE ON THE EUROPEAN ENERGY MARKET;EEM;Work in Progress
628;EUROPEAN FREQUENCY AND TIME FORUM;EFTF;Work in Progress
629;EUROPEAN GRID CONFERENCE;EGC;Not Rated (discontinued event)
630;ELECTRONIC GOVERNMENT;EGOV;Work in Progress
631;EUROGRAPHICS SYMPOSIUM ON PARALLEL GRAPHICS AND VISUALIZATION;EGPGV;Work in Progress
632;EUROGRAPHICS SYMPOSIUM ON RENDERING TECHNIQUES;EGSR;Work in Progress
633;EUROGRAPHICS SYMPOSIUM ON VIRTUAL ENVIRONMENTS;EGVE;Work in Progress
634;NASA/DOD CONFERENCE ON EVOLVABLE HARDWARE;EH;Work in Progress
635;ELECTRICAL INSULATION CONFERENCE;EIC;Work in Progress
636;ENGINEERING INTERACTIVE COMPUTING SYSTEM;EICS;Work in Progress
637;IEEE PES INTERNATIONAL CONFERENCE AND EXHIBITION ON INNOVATIVE SMART GRID TECHNOLOGIES;EISGT;Work in Progress
638;EUROPEAN INTELLIGENCE AND SECURITY INFORMATICS CONFERENCE;EISIC;Work in Progress
639;ELECTRO/INFORMATION TECHNOLOGY;EIT;Work in Progress
640;EUROPEAN-JAPANESE CONFERENCE ON INFORMATION MODELLING AND KNOWLEDGE BASES;EJC;Work in Progress
641;INTERNATIONAL CONFERENCE ON KNOWLEDGE ENGINEERING AND KNOWLEDGE MANAGEMENT;EKAW;B
642;INTERNATIONAL CONFERENCE ON ELECTRICAL AND ELECTRONICS ENGINEERING;ELECO;Work in Progress
643;INTERNATIONAL SYMPOSIUM ELMAR;ELMAR;Work in Progress
644;INTERNATIONAL CONFERENCE ON ELECTRONIC PUBLISHING;ELPUB;Work in Progress
645;INTERNATIONAL SYMPOSIUM ON ELECTROMAGNETIC LAUNCH TECHNOLOGY;ELT;Work in Progress
646;EMAS (MERGER OF DALT, AOSE AND PROMAS);EMAS;Work in Progress
647;INTERNATIONAL CONFERENCE OF THE IEEE ENGINEERING IN MEDICINE AND BIOLOGY SOCIETY;EMBC;A-
648;INTERNATIONAL SYMPOSIUM ON ELECTROMAGNETIC COMPATIBILITY;EMC;Work in Progress
649;INTERNATIONAL CONFERENCE ON ELECTRONIC MEASUREMENT AND INSTRUMENTS;EMI;Work in Progress
650;ENERGY MINIMIZATION METHODS IN COMPUTER VISION AND PATTERN RECOGNITION;EMMCVPR;Work in Progress
651;EXPLORING MODELLING METHODS IN SYSTEMS ANALYSIS AND DESIGN;EMMSAD;Work in Progress
652;IEEE WORKSHOP ON EMBEDDED NETWORKED SENSORS;EMNETS;Not Rated (discontinued event)
653;EMPIRICAL METHODS IN NATURAL LANGUAGE PROCESSING;EMNLP;A+
654;INTERNATIONAL CONFERENCE ON EVOLUTIONARY MULTI-CRITERION OPTIMIZATION;EMO;A-
655;INTERNATIONAL CONFERENCE ON ENERGY MANAGEMENT AND POWER DELIVERY;EMPD;Work in Progress
656;EMS NETWORK CONFERENCE;EMS;Work in Progress
657;ACM CONFERENCE ON EMBEDDED SOFTWARE;EMSOFT;Not Rated  (now published as journal)
658;INTERNATIONAL CONFERENCE ON EVALUATION OF NOVEL APPROACHES TO SOFTWARE ENGINEERING;ENASE;Work in Progress
659;MEXICAN INTERNATIONAL CONFERENCE ON COMPUTER SCIENCE;ENC;Work in Progress
660;IEEE INTERNATIONAL ENERGY CONFERENCE;ENERGYCON;Work in Progress
661;IEEE ENERGYTECH;ENERGYTECH;Work in Progress
662;INFORMATION AND COMMUNICATION TECHNOLOGIES IN TOURISM;ENTER;Work in Progress
663;INTERNATIONAL WORKSHOP ON ENTERPRISE AND ORGANIZATIONAL MODELLING AND SIMULATION;EOMAS;Work in Progress
664;ELECTRICAL OVERSTRESS/ELECTROSTATIC DISCHARGE SYMPOSIUM;EOS/ESD;Work in Progress
665;EUROPEAN CONFERENCE ON POWER ELECTRONICS AND APPLICATIONS;EPE;Work in Progress
666;ELECTRICAL POWER AND ENERGY CONFERENCE;EPEC;Work in Progress
667;ELECTRICAL PERFORMANCE OF ELECTRONIC PACKAGING;EPEP;Work in Progress
668;PORTUGUESE CONFERENCE ON ARTIFICIAL INTELLIGENCE;EPIA;Work in Progress
669;ELECTRONICS PACKAGING TECHNOLOGY CONFERENCE;EPTC;Work in Progress
670;EUROPEAN MPI USERS GROUP CONFERENCE;EUROMPI;Work in Progress
671;EUROPEAN QUANTUM ELECTRONICS CONFERENCE;EQEC;Work in Progress
672;INTERNATIONAL CONFERENCE ON CONCEPTUAL MODELING;ER;B
673;INTERNATIONAL CONFERENCE ON ENTITY-RELATIONSHIP APPROACH;ERA;Work in Progress
674;ERCIM ANNUAL WORKSHOP ON CONSTRAINT SOLVING AND CONSTRAINT LOGIC PROGRAMMING;ERCIM/CSCLP;Work in Progress
675;EUROPEAN SYMPOSIUM ON ALGORITHMS;ESA;A-
676;EXPLOITING SEMANTIC ANNOTATIONS IN INFORMATION RETRIEVAL;ESAIR;Work in Progress
677;EUROPEAN SYMPOSIUM ON ARTIFICIAL NEURAL NETWORKS;ESANN;B
678;ELECTRICAL SYSTEMS FOR AIRCRAFT, RAILWAY AND SHIP PROPULSION;ESARSP;Work in Progress
679;EUROMICRO INTERNATIONAL CONFERENCE ON SOFTWARE ENGINEERING AND APPLICATIONS;ESEA;Work in Progress
680;EUROPEAN SOFTWARE ENGINEERING CONFERENCE;ESEC;Work in Progress
681;ACM SIGSOFT CONFERENCE ON THE FOUNDATIONS OF SOFTWARE ENGINEERING;ESEC/FSE;A+
682;INTERNATIONAL SYMPOSIUM ON EMPIRICAL SOFTWARE ENGINEERING AND MEASUREMENT;ESEM;A-
683;EUROPEAN CONFERENCE ON SERVICE-ORIENTED AND CLOUD COMPUTING;ESOCC;Work in Progress
684;EUROPEAN SYMPOSIUM ON PROGRAMMING;ESOP;A
685;EUROPEAN SYMPOSIUM ON RESEARCH IN COMPUTER SECURITY;ESORICS;A+
686;EUROPEAN CONFERENCE ON SOFTWARE PROCESS IMPROVEMENT;EUROSPI;Work in Progress
687;EUROPEAN SOLID-STATE CIRCUITS CONFERENCE;ESSCIRC;B
688;EUROPEAN SOLID-STATE DEVICE RESEARCH CONFERENCE;ESSDERC;Work in Progress
689;ACM WORKSHOP ON EMBEDDED SENSING SYSTEMS FOR ENERGY-EFFICIENCY IN BUILDINGS;ESSEEB;Work in Progress
690;ENGINEERING SECURE SOFTWARE AND SYSTEMS;ESSOS;Work in Progress
691;ELECTRONICS SYSTEM-INTEGRATION TECHNOLOGY CONFERENCE;ESTC;Work in Progress
692;EMBEDDED SYSTEMS FOR REAL-TIME MULTIMEDIA;ESTIMEDIA;Work in Progress
693;ELECTRIC SHIP TECHNOLOGIES SYMPOSIUM;ESTS;Work in Progress
694;EUROPEAN SEMANTIC WEB CONFERENCE;ESWC;A-
695;INTERNATIONAL WORKSHOP ON EDUCATION TECHNOLOGY AND COMPUTER SCIENCE;ETCS;Work in Progress
696;INTERNATIONAL CONFERENCE ON EMERGING TRENDS IN ELECTRICAL AND COMPUTER TECHNOLOGY;ETECT;Work in Progress
697;EMERGING TECHNOLOGIES AND FACTORY AUTOMATION;ETFA;B
698;ETHICOMP CONFERENCE;ETHICOMP;Work in Progress
699;EYE TRACKING RESEARCH AND APPLICATIONS;ETRA;B
700;EUROPEAN TEST SYMPOSIUM;ETS;Work in Progress
701;ECLIPSE TECHNOLOGY EXCHANGE;ETX;Work in Progress
702;EMBEDDED AND UBIQUITOUS COMPUTING;EUC;Work in Progress
703;EUROPEAN CONFERENCE ON ANTENNAS AND PROPAGATION;EUCAP;Work in Progress
704;EUROPEAN CONFERENCE ON NETWORKS AND COMMUNICATIONS;EUCNC;Work in Progress
705;EUROPEAN WORKSHOP ON MULTI-AGENT SYSTEMS;EUMAS;Work in Progress
706;EUROPEAN MICROWAVE CONFERENCE;EUMC;Work in Progress
707;EUROPEAN RADAR CONFERENCE;EURAD;Work in Progress
708;EUROPEAN CONFERENCE ON OPERATIONS RESEARCH;EURO;Work in Progress
709;EUROPEAN DESIGN AUTOMATION CONFERENCE;EURO-DAC;Work in Progress
710;EUROPEAN CONFERENCE ON PARALLEL COMPUTING;EURO-PAR;B
711;COMPUTER AIDED SYSTEMS THEORY;EUROCAST;Work in Progress
712;EUROPEAN WORKSHOP ON COMPUTATIONAL GEOMETRY;EUROCG;Work in Progress
713;EUROPEAN CONFERENCE ON COMPUTATIONAL LEARNING THEORY;EUROCOLT;Work in Progress
714;CONFERENCE ON COMPUTER AS A TOOL;EUROCON;Work in Progress
715;INTERNATIONAL CONFERENCE ON THE THEORY AND APPLICATION OF CRYPTOGRAPHIC TECHNIQUES;EUROCRYPT;A++
716;EUROPEAN CONFERENCE ON GENETIC PROGRAMMING;EUROGP;B
717;EUROGRAPHICS;EUROGRAPHICS;Not Rated (now published as journal)
718;INTERNATIONAL CONFERENCE ON HUMAN HAPTIC SENSING AND TOUCH ENABLED COMPUTER APPLICATIONS;EUROHAPTICS;Work in Progress
719;EUROPEAN CONFERENCE ON INTERACTIVE TV;EUROITV;Work in Progress
720;EUROPEAN NATURAL LANGUAGE GENERATION WORKSHOP;EURONLG;Work in Progress
721;EUROPEAN PUBLIC KEY INFRASTRUCTURE WORKSHOP;EUROPKI;Work in Progress
722;EUROPEAN CONFERENCE ON PATTERN LANGUAGES OF PROGRAMS;EUROPLOP;Work in Progress
723;IEEE EUROPEAN SYMPOSIUM ON SECURITY AND PRIVACY;EUROS&P;Work in Progress
724;EUROPEAN WORKSHOP ON SYSTEM SECURITY;EUROSEC;Work in Progress
725;INTERNATIONAL CONFERENCE ON THERMAL, MECHANICAL AND MULTI-PHYSICS SIMULATION AND EXPERIMENTS IN MICROELECTRONICS AND MICROSYSTEMS;EUROSIME;Work in Progress
726;EUROPEAN CONFERENCE ON SMART SENSING AND CONTEXT;EUROSSC;Work in Progress
727;EUROPEAN CONFERENCE ON COMPUTER SYSTEMS;EUROSYS;A+
728;EUROGRAPHICS/IEEE SYMPOSIUM ON VISUALIZATION;EUROVIS;B
729;CONFERENCE OF THE EUROPEAN SOCIETY FOR FUZZY LOGIC AND TECHNOLOGIES;EUSFLAT;Work in Progress
730;EUROPEAN SIGNAL PROCESSING CONFERENCE;EUSIPCO;B
731;INTERNATIONAL CONFERENCE ON EMERGING UBIQUITOUS SYSTEMS AND PERVASIVE NETWORKS;EUSPN;Work in Progress
732;EUROCONFERENCE ON COMBINATORICS, GRAPH THEORY AND APPLICATIONS;EUROCOMB;Work in Progress
733;EUROPEAN CONFERENCE ON EVOLUTIONARY COMPUTATION, MACHINE LEARNING AND DATA MINING IN COMPUTATIONAL BIOLOGY;EVOBIO;Work in Progress
734;CONFERENCE ON ELECTRONIC VOTING TECHNOLOGY/WORKSHOP ON TRUSTWORTHY ELECTIONS;EVT/WOTE;Work in Progress
735;EUROPEAN WIRELESS CONFERENCE;EW;Work in Progress
736;EVOWORKSHOPS ON APPLICATIONS OF EVOLUTIONARY COMPUTING;EWAEC;Work in Progress
737;EUROMICRO WORKSHOP ON PARALLEL AND DISTRIBUTED PROCESSING;EWPDP;Work in Progress
738;EUROPEAN CONFERENCE ON WIRELESS SENSOR NETWORKS;EWSN;A-
739;EURO VIRTUAL REALITY;EURO VR;Work in Progress
740;VISUAL ANALYTICS;EUROVA;Work in Progress
741;INTERNATIONAL CONFERENCE ON FOUNDATIONS OF AUGMENTED COGNITION;FAC;Work in Progress
742;FUNDAMENTAL APPROACHES TO SOFTWARE ENGINEERING;FASE;B
743;CONFERENCE ON FILE AND STORAGE TECHNOLOGIES;FAST;A+
744;INTERNATIONAL FRONTIERS OF ALGORITHMICS WORKSHOP;FAW;Work in Progress
745;FINANCIAL CRYPTOGRAPHY;FC;A
746;FIELD-PROGRAMMABLE CUSTOM COMPUTING MACHINES;FCCM;A-
747;ANNUAL SYMPOSIUM ON FREQUENCY CONTROL;FCS;Work in Progress
748;INTERNATIONAL SYMPOSIUM ON FUNDAMENTALS OF COMPUTATION THEORY;FCT;B-
749;FOUNDATIONS OF DIGITAL GAMES;FDG;Work in Progress
750;FORUM ON SPECIFICATION AND DESIGN LANGUAGES;FDL;Work in Progress
751;WORKSHOP ON FAULT DIAGNOSIS AND TOLERANCE IN CRYPTOGRAPHY;FDTC;B-
752;FEDERATED CONFERENCE ON COMPUTER SCIENCE AND INFORMATION SYSTEMS;FEDCSIS;B-
753;INTERNATIONAL CONFERENCE ON FUTURE ENERGY SYSTEMS;FES;Work in Progress
754;INTERNATIONAL CONFERENCE ON FUTURE GENERATION COMMUNICATION AND NETWORKING;FGCN;Work in Progress
755;FRONTIERS IN EDUCATION;FIE;B-
756;INTERNATIONAL CONFERENCE ON FUNCTIONAL IMAGING AND MODELING OF HEART;FIMH;Work in Progress
757;FRONTIERS OF INFORMATION TECHNOLOGY;FIT;Work in Progress
758;THE FLORIDA AI RESEARCH SOCIETY;FLAIRS;B-
759;INTERNATIONAL FLINS CONFERENCE ON ROBOTICS AND ARTIFICIAL INTELLIGENCE (WAS INTERNATIONAL FUZZY LOGIC AND INTELLIGENT TECHNOLOGIES IN NUCLEAR SCIENCE CONFERENCE);FLINS;Work in Progress
760;INTERNATIONAL SYMPOSIUM ON FUNCTIONAL AND LOGIC PROGRAMMING;FLOPS;Work in Progress
761;FORMAL METHODS;FM;A
762;FORMAL METHODS IN COMPUTER-AIDED DESIGN;FMCAD;B
763;FORMAL METHODS FOR INDUSTRIAL CRITICAL SYSTEMS;FMICS;Work in Progress
764;INTERNATIONAL WORKSHOP ON FORMAL METHODS FOR INTERACTIVE SYSTEMS;FMIS;Work in Progress
765;FORMAL METHODS FOR OPEN OBJECT-BASED DISTRIBUTED SYSTEMS;FORTE;B-
766;FORMAL METHODS IN SECURITY ENGINEERING;FMSE;Work in Progress
767;THE INTERNATIONAL CONFERENCE ON FUTURE NETWORKS AND COMMUNICATIONS;FNC;Work in Progress
768;FUTURE NETWORK & MOBILE SUMMIT;FNMS;Work in Progress
769;FOUNDATIONS OF ASPECT-ORIENTED LANGUAGES WORKSHOP;FOAL;Work in Progress
770;FOUNDATIONS OF COMPUTATIONAL INTELLIGENCE;FOCI;Work in Progress
771;IEEE SYMPOSIUM ON FOUNDATIONS OF COMPUTER SCIENCE;FOCS;A++
772;FOUNDATIONS OF GENETIC ALGORITHMS;FOGA;B
773;FOUNDATIONS OF INFORMATION AND KNOWLEDGE SYSTEMS;FOIKS;Work in Progress
774;INTERNATIONAL CONFERENCE ON FORMAL ONTOLOGY IN INFORMATION SYSTEMS;FOIS;B-
775;FOUNDATIONS OF MOBILE COMPUTING;FOMC;Work in Progress
776;FORMAL ONTOLOGIES MEET INDUSTRY;FOMI;Work in Progress
777;FORMAL MODELING AND ANALYSIS OF TIMED SYSTEMS;FORMATS;Work in Progress
778;FOUNDATIONS OF SOFTWARE SCIENCE AND COMPUTATION STRUCTURE;FOSSACS;B
779;ACM/SIGDA INTERNATIONAL SYMPOSIUM ON FIELD-PROGRAMMABLE GATE ARRAYS;FPGA;A
780;FIELD-PROGRAMMABLE LOGIC AND APPLICATIONS;FPL;B
781;FIELD-PROGRAMMABLE TECHNOLOGY;FPT;Work in Progress
782;FLEXIBLE QUERY ANSWERING SYSTEMS;FQAS;Work in Progress
783;FRONTIERS OF COMBINING SYSTEMS;FROCOS;Work in Progress
784;IEEE CONFERENCE OF THE OPEN INNOVATIONS ASSOCIATION FRUCT;FRUCT;Work in Progress
785;INTERNATIONAL CONFERENCE ON FORMAL STRUCTURES FOR COMPUTATION AND DEDUCTION;FSCD;Work in Progress
786;FAST SOFTWARE ENCRYPTION WORKSHOP;FSEW;A-
787;FUZZY SYSTEMS AND KNOWLEDGE DISCOVERY;FSKD;Work in Progress
788;FIELD AND SERVICE ROBOTICS;FSR;Work in Progress
789;FOUNDATIONS OF SOFTWARE TECHNOLOGY AND THEORETICAL COMPUTER SCIENCE;FSTTCS;B
790;IEEE COMPUTER SOCIETY WORKSHOP ON FUTURE TRENDS OF DISTRIBUTED COMPUTING SYSTEMS;FTDCS;Work in Progress
791;SYMPOSIUM ON FUSION TECHNOLOGY;FTS;Work in Progress
792;WORKSHOP ON FORMAL TECHNIQUES FOR JAVA-LIKE PROGRAMS;FTFJP;Work in Progress
793;INTERNATIONAL CONFERENCE ON FUEL CELL SCIENCE, ENGINEERING AND TECHNOLOGY, FUELCELL COLLOCATED WITH ASME INTERNATIONAL CONFERENCE ON ENERGY SUSTAINABILITY;FUELCELL;Work in Progress
794;CONFERENCE ON FUN WITH ALGORITHMS;FUN;Work in Progress
795;INTERNATIONAL CONFERENCE ON INFORMATION FUSION;FUSION;B-
796;IEEE INTERNATIONAL CONFERENCE ON FUZZY SYSTEMS;FUZZ-IEEE;B
797;IEEE GALLIUM ARSENIDE INTEGRATED CIRCUIT SYMPOSIUM;GAICS;Work in Progress
798;DECISION AND GAME THEORY FOR SECURITY;GAMESEC;Work in Progress
799;GERMAN CONFERENCE ON BIOINFORMATICS;GCB;Work in Progress
800;GRID AND COOPERATIVE COMPUTING;GCC;Work in Progress
801;GRID COMPUTING ENVIRONMENTS;GCE;Work in Progress
802;GERMAN CONFERENCE ON PATTERN RECOGNITION;GCPR;Work in Progress
803;GRAPH DRAWING;GD;B
804;INTERNATIONAL CONFERENCE OF SOCIETY FOR GROUP DECISION AND NEGOTIATION;GDN;Work in Progress
805;GENETIC AND EVOLUTIONARY COMPUTATION CONFERENCE;GECCO;A
806;GRID ECONOMICS AND BUSINESS MODELS;GECON;Work in Progress
807;INTERNATIONAL WORKSHOP ON GENETIC AND EVOLVING FUZZY SYSTEMS;GEFS;Work in Progress
808;GERMAN MICROWAVE CONFERENCE;GEMIC;Work in Progress
809;IEEE INTERNATIONAL WORKSHOP ON GENOMIC SIGNAL PROCESSING AND STATISTICS;GENSIPS;Work in Progress
810;INTERNATIONAL CONFERENCE ON GEOINFORMATICS;GEOINFORMATICS;Work in Progress
811;INTERNATIONAL CONFERENCE ON GROUP IV PHOTONICS;GFP;Work in Progress
812;INTERNATIONAL WORKSHOP ON GRAPH-GRAMMARS AND THEIR APPLICATION TO COMPUTER SCIENCE;GGTACS;Work in Progress
813;GLOBAL HUMANITARIAN TECHNOLOGY CONFERENCE;GHTC;Work in Progress
814;GRAPHICS INTERFACE;GI;A-
815;GLOBAL INFORMATION INFRASTRUCTURE AND NETWORKING SYMPOSIUM;GIIS;Work in Progress
816;GEOGRAPHIC INFORMATION RETRIEVAL;GIR;Work in Progress
817;GEOGRAPHIC INFORMATION SCIENCE;GISCIENCE;Work in Progress
818;IEEE GLOBAL CONFERENCE ON SIGNAL AND INFORMATION PROCESSING;GLOBALSIP;Work in Progress
819;IEEE GLOBAL TELECOMMUNICATIONS CONFERENCE;GLOBECOM;A-
820;ACM GREAT LAKES SYMPOSIUM ON VLSI;GLSVLSI;B
821;GEOMETRIC MODELING AND PROCESSING;GMP;Work in Progress
822;ADVANCES IN GRID AND PERVASIVE COMPUTING;GPC;B-
823;INTERNATIONAL CONFERENCE ON GENERATIVE PROGRAMMING AND COMPONENT ENGINEERING;GPCE;A-
824;GENERAL PURPOSE PROCESSING ON GRAPHICS PROCESSING UNITS;GPGPU;Work in Progress
825;INTERNATIONAL CONFERENCE ON COMPUTER GRAPHICS THEORY AND APPLICATIONS;GRAPP;Work in Progress
826;GRANULAR COMPUTING;GRC;Work in Progress
827;GRAPHICS RECOGNITION;GREC;Work in Progress
828;GREEN COMPUTING AND COMMUNICATIONS;GREENCOM;Work in Progress
829;GREEN TECHNOLOGIES CONFERENCE;GREENTECH;Work in Progress
830;GRID COMPUTING;GRID;A-
831;INTERNATIONAL CONFERENCE ON SUPPORTING GROUP WORK;GROUP;A-
832;INTERNATIONAL CONFERENCE ON GAME THEORY FOR NETWORKS;GTN;Work in Progress
833;INTERNATIONAL WORDNET CONFERENCE (GLOBAL WORDNET CONFERENCE);GWC;Work in Progress
834;SIMPÓSIO BRASILEIRO DE GEOINFORMÁTICA;GEOINFO;Work in Progress
835;CONFERENCE ON DATA MANAGEMENT IN GRID AND P2P SYSTEMS;GLOBE;Work in Progress
836;WORKSHOP ON APPLICATIONS OF GRAPH THEORY IN WIRELESS AD HOC NETWORKS AND SENSOR NETWORKS;GRAPH-HOC;Work in Progress
837;IEEE INTERNATIONAL WORKSHOP ON HAPTIC AUDIO VISUAL ENVIRONMENTS AND GAMES;HAEG;Work in Progress
838;HUMAN-AGENT INTERACTION;HAI;Work in Progress
839;INTERNATIONAL CONFERENCE ON HYBRID ARTIFICIAL INTELLIGENCE SYSTEMS;HAIS;Work in Progress
840;IEEE HAPTICS SYMPOSIUM;HAPTICS;B
841;IEEE INTERNATIONAL SYMPOSIUM ON HIGH ASSURANCE SYSTEMS ENGINEERING;HASE;B-
842;HASKELL WORKSHOP;HASKELL;B-
843;HUMANS AND COMPUTERS;HC;Work in Progress
844;IEEE SYMPOSIA ON HUMAN-CENTRIC COMPUTING LANGUAGES AND ENVIRONMENTS;HCCLE;Work in Progress
845;AAAI CONFERENCE ON HUMAN COMPUTATION AND CROWDSOURCING;HCOMP;Work in Progress
846;IEEE HOT CHIPS SYMPOSIUM;HCS;Work in Progress
847;HETEROGENEITY IN COMPUTING WORKSHOP;HCW;Work in Progress
848;HCIST - INTERNATIONAL CONFERENCE ON HEALTH AND SOCIAL CARE INFORMATION SYSTEMS AND TECHNOLOGIES;HCIST;Work in Progress
849;"IEEE INTERNATIONAL CONFERENCE ON EHEALTH NETWORKING APPLICATIONS AND SERVICES (WAS INTERNATIONAL WORKSHOP ON ENTERPRISE NETWORKING AND COMPUTING IN HEALTH CARE INDUSTRY; CHANGED 2006)";HEALTHCOM;Work in Progress
850;INTERNATIONAL CONFERENCE ON HEALTH INFORMATICS;HEALTHINF;Work in Progress
851;HEALTH INFORMATICS CONFERENCE;HIC;Work in Progress
852;ANNUAL HAWAII INTERNATIONAL CONFERENCE ON SYSTEM SCIENCES;HICSS;A
853;IEEE INTERNATIONAL WORKSHOP ON HORIZONTAL INTERACTIVE HUMAN-COMPUTER SYSTEMS;HIHCS;Work in Progress
854;INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING;HIPC;B
855;HIGH PERFORMANCE EMBEDDED ARCHITECTURES AND COMPILERS;HIPEAC;Work in Progress
856;INTERNATIONAL WORKSHOP ON HIGH-LEVEL PARALLEL PROGRAMMING MODELS AND SUPPORTIVE ENVIRONMENTS;HIPS;Work in Progress
857;INTERNATIONAL CONFERENCE ON HYBRID INTELLIGENT SYSTEMS;HIS;Work in Progress
858;HIGH LEVEL DESIGN VALIDATION AND TEST;HLDVT;Work in Progress
859;INTERNATIONAL WORKSHOP ON HIGH-LEVEL PARALLEL PROGRAMMING AND APPLICATIONS;HLPP;Work in Progress
860;HUMAN LANGUAGE TECHNOLOGY;HLT;Work in Progress
861;INTERNATIONAL CONFERENCE ON HUMAN LANGUAGE TECHNOLOGY RESEARCH;HLTR;Work in Progress
862;INTERNATIONAL WORKSHOP ON HYBRID METAHEURISTICS;HM;Work in Progress
863;HOLM CONFERENCE ON ELECTRICAL CONTACTS;HOLM;Work in Progress
864;ACM SIGPLAN CONFERENCE ON HISTORY OF PROGRAMMING LANGUAGES;HOPL;Work in Progress
865;HARDWARE-ORIENTED SECURITY AND TRUST;HOST;B
866;USENIX CONFERENCE ON HOT TOPICS IN CLOUD CCOMPUTING;HOTCLOUD;Work in Progress
867;HOT TOPICS IN SYSTEM DEPENDABILITY;HOTDEP;Work in Progress
868;IEEE SYMPOSIUM ON HIGH-PERFORMANCE INTERCONNECTS;HOTI;A-
869;WORKSHOP ON MOBILE COMPUTING SYSTEMS AND APPLICATIONS;HOTMOBILE;A-
870;ACM WORKSHOP ON HOT TOPICS IN NETWORKS;HOTNETS;A-
871;USENIX WORKSHOP ON HOT TOPICS IN OPERATING SYSTEMS;HOTOS;B
872;USENIX CONFERENCE ON HOT TOPICS IN PARALLELISM;HOTPAR;Work in Progress
873;WORKSHOP ON POWER AWARE COMPUTING AND SYSTEMS;HOTPOWER;Not Rated (discontinued event)
874;USENIX CONFERENCE ON HOT TOPICS IN SECURITY;HOTSEC;Work in Progress
875;USENIX CONFERENCE ON HOT TOPICS IN STORAGE AND FILE SYSTEMS;HOTSTORAGE;Work in Progress
876;IEEE WORKSHOP ON HOT TOPICS IN WEB SYSTEMS AND TECHNOLOGIES;HOTWEB;Work in Progress
877;INTERNATIONAL CONFERENCE AND EXHIBITION ON HIGH PERFORMANCE COMPUTING IN THE ASIA-PACIFIC REGION;HPC ASIA;Work in Progress
878;HIGH-PERFORMANCE COMPUTER ARCHITECTURE;HPCA;A+
879;HIGH PERFORMANCE COMPUTING AND COMMUNICATIONS;HPCC;Work in Progress
880;IEEE INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE COMPUTING AND SIMULATION;HPCS;B-
881;ACM INTERNATIONAL SYMPOSIUM ON HIGH PERFORMANCE DISTRIBUTED COMPUTING;HPDC;A
882;IEEE HIGH PERFORMANCE EXTREME COMPUTING CONFERENCE;HPEC;Work in Progress
883;HIGH PERFORMANCE GRAPHICS;HPG;Work in Progress
884;INTERNATIONAL CONFERENCE ON HIGH PERFORMANCE SCIENTIFIC COMPUTING;HPSC;Work in Progress
885;HIGH PERFORMANCE SWITCHING AND ROUTING;HPSR;Work in Progress
886;HUMAN-ROBOT INTERACTION;HRI;A
887;ACM INTERNATIONAL CONFERENCE HYBRID SYSTEMS: COMPUTATION AND CONTROL;HSCC;Work in Progress
888;HUMAN SYSTEM INTERACTION;HSI;Work in Progress
889;IEEE INTERNATIONAL CONFERENCE ON TECHNOLOGIES FOR HOMELAND SECURITY;HST;Work in Progress
890;IEEE RAS INTERNATIONAL CONFERENCE ON HUMANOIDS ROBOTS;HUMANOIDS;B
891;HAIFA VERIFICATION CONFERENCE;HVC;Work in Progress
892;HUMAN VISION AND ELECTRONIC IMAGING CONFERENCE;HVEI;Work in Progress
893;SIGGRAPH/EUROGRAPHICS CONFERENCE ON GRAPHICS HARDWARE;HWWS;Work in Progress
894;ACM CONFERENCE ON HYPERTEXT;HYPERTEXT;B
895;HOLONIC AND MULTI-AGENT SYSTEMS FOR MANUFACTURING;HOLOMAS;Work in Progress
896;IEEE/IAS INDUSTRIAL AND COMMERCIAL POWER SYSTEMS TECHNICAL CONFERENCE;I&CPS;Work in Progress
897;INTERNATIONAL CONFERENCE ON KNOWLEDGE MANAGEMENT AND KNOWLEDGE TECHNOLOGIES;I-KNOW;Work in Progress
898;INTERNATIONAL CONFERENCE ON SEMANTIC SYSTEMS;I-SEMANTICS;Work in Progress
899;INTERNATIONAL CONFERENCE ON INFORMATION SOCIETY;I-SOCIETY;Work in Progress
900;INTERNATIONAL SYMPOSIUM ON PARALLEL ARCHITECTURES, ALGORITHMS AND NETWORKS;I-SPAN;B-
